chemical	aliases	names	flagged_for_removal
149096	D00588 (KEGG) >> DB01137 (DrugBank 845)	levofloxacin	1
65359	D00031 (KEGG)	GSSG	1
84571	D03226 (KEGG)	lactose	0
447656	DB08241 (DrugBank)	AC1L9L32	0
1318	DB02365 (DrugBank)	1,10-phenanthroline	0
60062	D02539 (KEGG)	clinafloxacin	0
447655	DB08248 (DrugBank)	AC1L9L30	0
24836815	DB07221 (DrugBank)	bisphosphonate, 9	0
11608401	DB07854 (DrugBank)	DB07854	0
43157	D03998 (KEGG) >> DB03516 (DrugBank)	eniluracil	1
447649	DB08233 (DrugBank)	AC1L9L2Q	0
1540	DB06948 (DrugBank)	NU-6094	0
70	DB03229 (DrugBank)	alpha-ketoisocaproate	1
10364585	DB07006 (DrugBank)	DB07006	0
3540	DB07997 (DrugBank)	protein kinase inhibitor H-8	0
5327110	DB07583 (DrugBank)	DB07583	0
15942661	DB08199 (DrugBank)	N-benzyloxycarbonyl-L-cysteinylglycine	0
203	DB04380 (DrugBank)	allantoate	1
19493	DB02665 (DrugBank)	Parnate	0
68593	D04992 (KEGG)	methyl palmoxirate	0
2776424	DB07094 (DrugBank)	Y9114	1
439744	DB01758 (DrugBank)	3-iodotyrosine	0
5492457	DB08762 (DrugBank)	ZAAP(O)F	0
16122635	DB07860 (DrugBank)	DB07860	0
4565	DB07203 (DrugBank)	AC1L1IG7	0
4583	D00453 (KEGG) >> D08291 (KEGG) >> DB01165 (DrugBank)	ofloxacin	1
123982	DB08040 (DrugBank)	kelatorphan	0
15602983	DB07857 (DrugBank)	DB07857	0
2088	D00939 (KEGG) >> DB00630 (DrugBank 845)	alendronate	0
4673	DB00282 (DrugBank 845)	pamidronate	1
34359	D00558 (KEGG) >> DB00190 (DrugBank 845)	carbidopa	0
446382	DB03012 (DrugBank)	N-sulfamoylphenylalanine	0
36462	DB00773 (DrugBank 845)	etoposide	0
5478838	DB02062 (DrugBank)	DB02062	0
23653502	DB07157 (DrugBank)	DB07157	0
24768560	DB07102 (DrugBank)	Amino acid analog, 4f	0
69702	DB02242 (DrugBank)	cyclohexylpropionate	0
24768537	DB06924 (DrugBank)	DB06924	0
448830	DB02618 (DrugBank)	NDSB195	0
5245	D00942 (KEGG) >> D03234 (KEGG) >> DB00884 (DrugBank 845) >> DB02782 (DrugBank 845)	risedronate	0
7124	DB02428 (DrugBank) >> DB08452 (DrugBank)	quinaldic acid	1
46937170	DB08651 (DrugBank)	DB08651	0
11544170	DB08191 (DrugBank)	DB08191	0
22690393	DB07099 (DrugBank)	T8777	0
4395717	DB07873 (DrugBank)	Tensan AO	0
4369579	DB04723 (DrugBank)	AC1NA0C3	0
22692237	DB07104 (DrugBank)	DB07104	0
16750083	DB07939 (DrugBank)	DB07939	1
23653508	DB06921 (DrugBank)	DB06921	0
11705956	DB07136 (DrugBank)	BX-528	0
2764	D02216 (KEGG) >> D07702 (KEGG) >> DB00537 (DrugBank 845) >> DB05488 (DrugBank)	ciprofloxacin	1
4369433	DB07655 (DrugBank)	DB07655	0
44120114	DB02010 (DrugBank)	DB02010	0
4369414	DB04600 (DrugBank)	STX-681	0
4369432	DB07654 (DrugBank)	DB07654	0
7127815	DB08685 (DrugBank)	RP03800	0
4369434	DB07647 (DrugBank)	DB07647	0
4369435	DB07648 (DrugBank)	DB07648	0
4369413	DB04601 (DrugBank)	DB04601	0
5273394	DB08278 (DrugBank)	DB08278	0
5281107	D01009 (KEGG)	doxercalciferol	0
79639	DB02489 (DrugBank)	methylguanine	1
3198	D00881 (KEGG) >> DB01127 (DrugBank 845)	econazole	1
59693	D02451 (KEGG) >> D03778 (KEGG) >> D07940 (KEGG)	fadrozole	0
5280793	D00187 (KEGG)	vitamin D2	1
3156	D01872 (KEGG) >> DB00561 (DrugBank 845)	doxapram	0
323	D07751 (KEGG) >> DB04665 (DrugBank)	coumarin	1
5282439	D01683 (KEGG) >> D01684 (KEGG) >> D08327 (KEGG)	GRN163L	0
46937053	DB07132 (DrugBank)	DB07132	0
47811	D00502 (KEGG) >> DB01186 (DrugBank 845)	pergolide	1
23663989	D06072 (KEGG) >> D06073 (KEGG)	tenidap	0
5362391	D05727 (KEGG)	ridogrel	0
227	DB04056 (DrugBank) >> DB04166 (DrugBank)	anthranilic acid	1
9904788	D03749 (KEGG)	plomestane	0
65016	DB00701 (DrugBank 845)	amprenavir	1
5353853	D00885 (KEGG)	oxiconazole	1
1014	DB03945 (DrugBank)	phosphocholine	0
6914568	DB06876 (DrugBank)	AC1OCA7Y	0
1132	D01225 (KEGG) >> D07739 (KEGG) >> DB01987 (DrugBank)	thiamine pyrophosphate	0
1175	DB01696 (DrugBank) >> DB08844 (DrugBank)	uric acid	1
65490	D02665 (KEGG)	halopemide	0
53555	D03661 (KEGG)	dazmegrel	0
65922	D09774 (KEGG)	Imitrodast	0
1491	DB02839 (DrugBank)	2,4-dihydroxybenzoic acid	1
51044	D03170 (KEGG)	bucindolol	0
62452	DB02613 (DrugBank)	n-decyl-N,N-dimethylamine-N-oxide	0
23657800	DB07228 (DrugBank)	DB07228	0
9821849	D09701 (KEGG)	abiraterone acetate	0
379	D05220 (KEGG) >> D08999 (KEGG) >> DB04519 (DrugBank)	octanoate	1
6540273	DB07037 (DrugBank)	Asinex compound 8	0
6449876	D06077 (KEGG)	terbogrel	0
487	DB04183 (DrugBank)	methylmalonic acid	1
9824580	DB08607 (DrugBank)	DB08607	0
649	DB01849 (DrugBank)	dihydrouracil	1
46937179	DB08779 (DrugBank)	DB08779	0
53000	D03663 (KEGG) >> DB03052 (DrugBank)	dazoxiben	0
60876	D03025 (KEGG)	azalanstat	0
60923	D05671 (KEGG)	quiflapon	0
9844011	DB07320 (DrugBank)	DB07320	0
6102763	DB08610 (DrugBank)	AC1O0UZB	0
6102762	DB08609 (DrugBank)	AC1O0UZ8	0
6102761	DB08608 (DrugBank)	AC1O0UZ5	0
40539	DB02999 (DrugBank)	quisqualate	1
1684	D05528 (KEGG) >> DB05105 (DrugBank) >> DB08716 (DrugBank)	pleconaril	0
44129608	DB08774 (DrugBank)	DB08774	0
5312804	DB07930 (DrugBank)	R)-3-hydroxydodecanoic acid	0
6918191	D03786 (KEGG)	vorozole	0
2267	D00659 (KEGG) >> DB00972 (DrugBank 845)	azelastine	1
28693	D07218 (KEGG)	metergoline	0
28417	DB01406 (DrugBank 845)	danazol	0
44176356	DB07300 (DrugBank)	DB07300	0
2361	DB06732 (DrugBank)	beta-naphthoflavone	0
2378	DB04794 (DrugBank 845)	bifonazole	0
2403	DB01946 (DrugBank)	Bis VIII	0
75846	DB07623 (DrugBank)	4,4'-dithiodipyridine	0
76098	DB08780 (DrugBank)	6-morpholinylpurine	0
2484	D01093 (KEGG) >> DB01091 (DrugBank 845)	butenafine	1
10156987	DB07025 (DrugBank)	DB07025	0
60198	DB00990 (DrugBank 845)	exemestane	1
25249	D00444 (KEGG)	stanozolol	0
55390	D05502 (KEGG)	pirmagrel	0
60652	D03781 (KEGG) >> D03784 (KEGG)	liarozole	0
2187	DB01217 (DrugBank 845)	anastrozole	1
28864	D01462 (KEGG) >> DB00589 (DrugBank 845)	lisuride	0
54723704	DB08736 (DrugBank)	DB08736	0
5311497	D08680 (KEGG)	vinorelbine	0
5311217	D04657 (KEGG)	lacidipine	0
46937045	DB07033 (DrugBank)	DB07033	0
69150	DB07635 (DrugBank)	4,4'-dihydroxybenzophenone	0
69590	DB03254 (DrugBank)	4-phenylimidazole	1
2099	DB00969 (DrugBank 845)	alosetron	0
2132	D01479 (KEGG) >> D07442 (KEGG)	ambroxol	0
10125830	DB07078 (DrugBank)	A-432411	0
71616	DB00582 (DrugBank 845)	voriconazole	1
31100	DB01200 (DrugBank 845)	bromocriptine	1
2145	DB00357 (DrugBank 845)	aminoglutethimide	1
2153	D01712 (KEGG) >> D06103 (KEGG) >> DB00277 (DrugBank 845)	theophylline	0
9796590	D10146 (KEGG)	orteronel	0
72281	DB01094 (DrugBank 845)	hesperetin	0
3506204	DB07034 (DrugBank)	ChemDiv compound 5	0
56069	DB02932 (DrugBank)	R)-bicalutamide	0
448400	DB02508 (DrugBank)	isopentyl diphosphate	0
1504717	DB08228 (DrugBank)	DB08228	0
447682	DB01765 (DrugBank)	AC1L9L3Y	0
11273	D07260 (KEGG) >> DB08905 (DrugBank)	17-dione	0
708346	DB07158 (DrugBank)	DB07158	0
11332763	DB07621 (DrugBank)	(5-(pyridin-3-yl)furan-2-yl)methanamine	0
104849	DB06155 (DrugBank 845)	rimonabant	1
5318	D00886 (KEGG) >> D08535 (KEGG)	sulconazole	0
739358	DB08776 (DrugBank)	DB08776	0
16129574	DB07075 (DrugBank)	DB07075	0
5335	D01954 (KEGG) >> DB06729 (DrugBank)	sulfaphenazole	0
5411	D00741 (KEGG)	tetracaine	0
10531	D02211 (KEGG) >> D07838 (KEGG) >> DB00320 (DrugBank 845)	dihydroergotamine	1
447297	DB07670 (DrugBank)	AC1L9KOU	0
16401	DB03260 (DrugBank)	hexamethylenediamine	0
98614	DB08777 (DrugBank)	NSC-153324	0
848641	DB07653 (DrugBank)	L-3296	0
5482	DB01007 (DrugBank 845)	tioconazole	1
16122643	DB07314 (DrugBank)	Urea Compound 2	0
11229234	DB07617 (DrugBank)	DB07617	0
3696	D00815 (KEGG) >> DB00458 (DrugBank 845) >> DB08002 (DrugBank 845)	imipramine	1
1202104	DB07971 (DrugBank)	Arylamine compound 2	0
3686	D01750 (KEGG)	idebenone	0
11188409	D10125 (KEGG)	galeterone	0
446506	DB02404 (DrugBank)	AC1L9JR2	0
446202	DB01831 (DrugBank)	tryptophanyl adenylate	0
5756	DB04573 (DrugBank 845)	estriol	1
3823	DB01026 (DrugBank)	ketoconazole (KTZ	0
670006	DB06890 (DrugBank)	DB06890	0
11348631	DB07311 (DrugBank)	DB07311	0
56487	D05746 (KEGG)	rogletimide	0
11502647	DB06852 (DrugBank)	CHIR-124	0
448979	DB07870 (DrugBank)	AC1L9MKT	0
448978	DB03781 (DrugBank)	AC1L9MKR	0
4601	D00774 (KEGG) >> D02599 (KEGG) >> DB01173 (DrugBank 845)	orphenadrine	1
4636	D01022 (KEGG) >> DB00935 (DrugBank 845)	oxymetazoline	0
4449	D00819 (KEGG) >> DB01149 (DrugBank 845)	nefazodone	1
449459	D06551 (KEGG)	4-hydroxytamoxifen	0
15600	DB02826 (DrugBank)	decane	0
448943	DB07456 (DrugBank)	AC1L9MIZ	0
448669	DB06915 (DrugBank)	naphthalene-1,2,4,5,7-pentol	0
468595	D02555 (KEGG)	posaconazole	0
448632	DB02974 (DrugBank)	4-(4-chlorophenyl)imidazole	1
5143	D01085 (KEGG) >> D02192 (KEGG) >> D05781 (KEGG) >> D08500 (KEGG)	saccharin	0
16741245	DB07403 (DrugBank)	AZD7545	0
4174	D05019 (KEGG) >> DB01011 (DrugBank 845)	metyrapone	0
4841	D01987 (KEGG)	2-(1-piperidino)-ethyl benzilate ethylbromide	0
4908	D02126 (KEGG) >> DB01087 (DrugBank 845)	primaquine	1
25134246	DB07560 (DrugBank)	DB07560	0
114829	DB03601 (DrugBank)	liquiritigenin	0
132971	DB05812 (DrugBank)	abiraterone	0
3957	DB00455 (DrugBank 845)	loratadine	0
5035	D02217 (KEGG) >> DB00481 (DrugBank 845)	raloxifene	1
3902	DB01006 (DrugBank 845)	letrozole	1
16214776	DB07568 (DrugBank)	DB07568	0
1484819	DB08778 (DrugBank)	7N-779	0
14985	DB00163 (DrugBank)	vitamin E	0
1510981	DB07972 (DrugBank)	R9938	0
202225	DB01361 (DrugBank 845)	troleandomycin	0
92253	D01287 (KEGG) >> DB01002 (DrugBank 845)	levobupivacaine	0
11154925	D08878 (KEGG)	brivanib alaninate	0
17754027	DB02950 (DrugBank)	DB02950	0
12229396	DB08369 (DrugBank)	DB08369	0
15940185	D01209 (KEGG) >> DB01051 (DrugBank 845)	novobiocin	0
3468	D01046 (KEGG) >> DB00406 (DrugBank)	crystal violet	0
3463	DB01241 (DrugBank 845)	gemfibrozil	1
21138	D03729 (KEGG) >> DB03322 (DrugBank)	R-propranolol	0
6288	D00041 (KEGG) >> DB00156 (DrugBank)	Threonine	1
439356	DB04537 (DrugBank)	Trp-NH2	0
2059510	DB08392 (DrugBank)	AC1M0Z4P	0
3406	DB01213 (DrugBank 845)	4-methylpyrazole	1
439278	DB01709 (DrugBank) >> DB03465 (DrugBank)	2-phospho-D-glycerate	1
6597	D05857 (KEGG) >> DB08809 (DrugBank)	dichloroacetate	1
8226	D00680 (KEGG) >> DB00353 (DrugBank 845)	UTERINE	0
6755	DB04744 (DrugBank)	lawsone	1
219077	DB04872 (DrugBank)	osanetant	0
275196	D01036 (KEGG) >> D02172 (KEGG)	noscapine	0
3236724	DB07572 (DrugBank)	DB07572	0
219104	DB05448 (DrugBank)	1-methylpropyl 2-imidazolyl disulfide	0
3634	D00541 (KEGG)	hycanthone	0
198290	D00548 (KEGG)	etomidate	1
11171679	DB07609 (DrugBank)	DB07609	0
5995	D00959 (KEGG) >> DB01420 (DrugBank)	testosterone propionate	0
5832	D00953 (KEGG)	norethisterone acetate	1
25151504	D09881 (KEGG)	cobicistat	0
5909	D02200 (KEGG) >> D05478 (KEGG) >> DB01085 (DrugBank 845)	pilocarpine	0
126	DB03560 (DrugBank)	p-hydroxybenzaldehyde	1
9859248	DB07731 (DrugBank)	Cdk9 inhibitor II	0
446541	D05095 (KEGG) >> D05096 (KEGG) >> DB01024 (DrugBank)	mycophenolic acid	1
4797	DB02739 (DrugBank) >> DB03026 (DrugBank)	phosphoglycolohydroxamate	1
448488	DB01825 (DrugBank)	C9H9N3O	0
3253681	DB03629 (DrugBank)	DB03629	0
473	DB02238 (DrugBank)	KMTB	1
24779674	DB08340 (DrugBank)	DB08340	0
6323390	DB04239 (DrugBank)	DB04239	0
5326637	DB02170 (DrugBank)	DB02170	0
446622	DB04543 (DrugBank)	AC1L9JW8	0
8617	DB02740 (DrugBank)	indole-3-butyric acid (IBA	0
446623	DB02599 (DrugBank)	AC1L9JWA	0
6918572	D05989 (KEGG) >> D05990 (KEGG)	Val-boroPro	0
23656870	DB08362 (DrugBank)	DB08362	0
46936435	DB02604 (DrugBank)	DB02604	0
1616	DB04169 (DrugBank)	3,5-Diaminophthalhydrazide	0
1983	D00217 (KEGG) >> DB00316 (DrugBank)	paracetamol	1
6862	D01558 (KEGG) >> DB01750 (DrugBank)	1-naphthaleneacetic acid	1
14250	D02164 (KEGG)	TTAB	0
6954	DB03651 (DrugBank)	picric acid	1
60955	D04822 (KEGG)	lurtotecan	0
72	DB03946 (DrugBank UM-BBD)	protocatechuic acid	1
219078	DB06218 (DrugBank)	lacosamide	0
242831	DB03780 (DrugBank)	2-amino-4-hydroxyquinazoline	1
446181	DB04063 (DrugBank)	2-methylleucine	0
24741805	DB08511 (DrugBank)	DB08511	0
449003	DB08210 (DrugBank)	AC1L9MLP	0
5601	DB04795 (DrugBank)	TTFA	1
448017	DB04004 (DrugBank)	AC1L9LI8	0
444861	DB03662 (DrugBank)	AC1L9H0L	0
9819610	DB07358 (DrugBank)	DB07358	0
998	DB02178 (DrugBank)	phenylacetaldehyde	1
447405	DB03195 (DrugBank)	3'-deoxy-3'-fluorothymidine monophosphate	0
6509849	D02384 (KEGG)	L 668019	0
23643565	DB07564 (DrugBank)	DB07564	0
447268	D10431 (KEGG) >> D10432 (KEGG)	DADMeimmucillin-H	0
445005	DB02038 (DrugBank) >> DB03579 (DrugBank) >> DB03787 (DrugBank)	AC1L9H9F	0
188380	DB03458 (DrugBank)	aza-AdoMet	0
24779676	DB08354 (DrugBank)	DB08354	0
153241	D04936 (KEGG) >> DB04862 (DrugBank)	MMPD	0
444499	D04245 (KEGG)	forodesine	0
24779675	DB08353 (DrugBank)	DB08353	0
444348	DB01733 (DrugBank)	D-phospholactate	1
447742	DB02783 (DrugBank)	AC1L9L6Q	0
249	DB04401 (DrugBank)	betaine aldehyde	1
448010	DB03505 (DrugBank)	2,6-diamino-3H-quinazolin-4-one	1
16750097	DB08512 (DrugBank)	DB08512	0
24779678	DB08345 (DrugBank)	DB08345	0
5795340	DB07802 (DrugBank)	AC1NXY7V	0
6914573	DB07544 (DrugBank)	AC1OCA8A	0
8857	D02319 (KEGG)	EtOAc	0
5004	DB08660 (DrugBank)	quinalizarin	0
5326978	DB04721 (DrugBank)	DB04721	0
5326977	DB04720 (DrugBank)	C8H4br4N2S	1
5326960	DB04700 (DrugBank)	glutathione sulfinate	0
9808998	D03954 (KEGG)	edotecarin	0
5326930	DB07704 (DrugBank)	AC1NS1C4	0
5326929	DB08268 (DrugBank)	AC1NS1C1	0
5326928	DB08267 (DrugBank)	DB08267	0
24779677	DB08360 (DrugBank)	DB08360	0
3364573	D00170 (KEGG) >> DB07118 (DrugBank)	4-methylumbelliferone	0
2971	DB07640 (DrugBank)	decylubiquinone	0
17753903	DB02560 (DrugBank) >> DB03607 (DrugBank)	DB03607	0
2162	D02914 (KEGG) >> DB00381 (DrugBank 845)	amlodipine	1
25229552	DB08118 (DrugBank)	DB08118	0
4369488	DB04765 (DrugBank)	PLP-GAM	0
25113137	DB07481 (DrugBank)	DB07481	0
73927	DB03400 (DrugBank)	3-(4-methylphenyl)propionic acid	0
75019	DB04208 (DrugBank)	3-(3,4-dimethoxyphenyl)-propanoic acid	0
4634231	DB03035 (DrugBank)	DB03035	0
75451	DB03210 (DrugBank)	3-(4-aminophenyl)propionic acid	0
95014	DB02041 (DrugBank)	isoluminol	1
5168640	DB01639 (DrugBank)	AC1NQ2P9	0
24768551	DB06981 (DrugBank)	DB06981	0
24756824	DB08338 (DrugBank)	DB08338	0
2968	DB01245 (DrugBank 845)	decamethonium	0
24768548	DB06982 (DrugBank)	DB06982	0
941361	D01303 (KEGG) >> DB04841 (DrugBank 845)	flunarizine	0
78386	DB02434 (DrugBank)	4-(2-thienyl)butyric acid	1
5287652	DB07354 (DrugBank)	norindenoisoquinoline	0
24741808	DB08514 (DrugBank)	DB08514	0
5281915	D01065 (KEGG)	coenzyme Q10	0
11287125	DB07012 (DrugBank)	quinazolin-8-one	0
3744	DB02758 (DrugBank)	indole-3-propionic acid	0
2681	D03454 (KEGG) >> D07664 (KEGG) >> D07672 (KEGG) >> D07673 (KEGG) >> DB01718 (DrugBank)	cetyltrimethylammonium bromide (CTAB	1
5288371	DB03639 (DrugBank)	DB03639	0
17754157	DB02677 (DrugBank) >> DB03290 (DrugBank)	DB03290	0
3414	DB00529 (DrugBank 845)	foscarnet	1
5288720	DB08159 (DrugBank)	DB08159	0
3365	DB00196 (DrugBank 845)	fluconazole	0
24741806	DB07452 (DrugBank)	DB07452	0
24768549	DB06980 (DrugBank)	(2s)-2-(1h-Indol-3-Yl)hexanoic Acid	0
10411846	DB07359 (DrugBank)	DB07359	0
3446	DB00996 (DrugBank 845)	gabapentin	1
85466	DB03924 (DrugBank)	1,4-diamino-5,8-dihydroxyanthraquinone	0
3465283	DB02441 (DrugBank)	DB02441	0
2160	D00809 (KEGG) >> DB00321 (DrugBank 845)	amitriptyline	1
10432339	D08970 (KEGG)	piragliatin	0
446124	DB02381 (DrugBank)	N-omega-hydroxy-nor-l-arginine	0
3082729	DB03544 (DrugBank)	S-phosphocysteine	1
51634	DB00419 (DrugBank 845)	miglustat	0
10976469	DB02482 (DrugBank)	D-O-Phospho Threonine	1
162569	DB03132 (DrugBank)	3-(2-benzothiazolylthio)-1-propanesulfonic acid	0
5920	D01011 (KEGG) >> D08129 (KEGG) >> DB00279 (DrugBank 845)	3,5,3'-triiodothyronine	1
5734	DB00909 (DrugBank 845)	zonisamide	1
6267	D09738 (KEGG) >> DB00174 (DrugBank)	asparagine	1
446596	D02195 (KEGG) >> DB00410 (DrugBank 845)	mupirocin	0
23644529	DB04648 (DrugBank)	S-propylamine-L-cysteine	0
6102810	DB04807 (DrugBank)	AC1O0V2J	0
446947	DB01756 (DrugBank) >> DB03108 (DrugBank)	D-4-phosphoerythronic acid	0
25210493	DB07692 (DrugBank)	ML285	0
89594	D03365 (KEGG) >> D05156 (KEGG)	nicotine	0
151172	D03406 (KEGG)	cariporide	0
65063	DB03800 (DrugBank)	dUMP	0
5287432	DB06864 (DrugBank)	SHCHC	0
3307	D01514 (KEGG)	etizolam	0
8146	D08904 (KEGG)	Transcutol	0
8376	DB01676 (DrugBank)	2,4,6-trinitrotoluene (TNT	0
9400	D00975 (KEGG) >> D07802 (KEGG)	dexamethasone	0
439533	DB02224 (DrugBank)	taxifolin	0
2782689	DB07108 (DrugBank)	4-(4-fluorophenyl)benzoic acid	0
441314	DB00491 (DrugBank 845)	miglitol	1
439925	DB03473 (DrugBank)	N5-methylglutamine	0
441383	DB00251 (DrugBank 845)	terconazole	1
6913994	D04262 (KEGG)	fostriecin	0
11073745	DB02172 (DrugBank)	DB02172	0
444020	DB04878 (DrugBank 845)	voglibose	0
439605	DB03988 (DrugBank)	lysyl amino	0
6852129	DB08765 (DrugBank)	6-hydroxybenzothiazole-2-sulfonamide	1
24764430	DB08617 (DrugBank)	DB08617	0
2738138	DB07803 (DrugBank)	2-phenylimidazole-4-carboxylic acid	0
104625	DB03847 (DrugBank)	gamma-carboxyglutamic acid	0
6027	DB03389 (DrugBank)	xylose	1
3440	D07999 (KEGG) >> DB00695 (DrugBank 845) >> DB07799 (DrugBank 845)	furosemide	1
444965	DB01983 (DrugBank)	AC1L9H6X	0
6021	D00054 (KEGG) >> DB04335 (DrugBank)	inosine	0
6433110	D09036 (KEGG)	zoniporide	0
4477692	DB01682 (DrugBank)	6'-methyl-thiamin Diphosphate	0
439553	DB04173 (DrugBank)	beta-L-fructose	1
445160	DB08120 (DrugBank)	AC1L9HIU	0
445375	DB03645 (DrugBank)	phosphonoacetohydroxamate	1
176077	D05031 (KEGG) >> D10359 (KEGG)	migalastat HCl	0
60726	D03163 (KEGG) >> DB00963 (DrugBank 845)	bromfenac	0
447336	DB03577 (DrugBank)	alpha-benzylaminobenzylphosphonic acid	0
7967	DB02060 (DrugBank)	cyclohexanone	1
657086	DB04197 (DrugBank)	descarboxy-nor-N(omega)-hydroxy-L-arginine	0
44387838	DB03206 (DrugBank) >> DB03955 (DrugBank)	1-deoxynojirimycin	0
688357	DB03314 (DrugBank)	5-fluorotryptophan	0
5287834	DB07479 (DrugBank)	DB07479	0
1609	DB04459 (DrugBank)	3,4-dichloroisocoumarin	1
146089	DB08612 (DrugBank)	octylthiotrifluoropropan-2-one	0
41774	D00216 (KEGG)	acarbose	1
45268539	DB08010 (DrugBank)	DB08010	0
650361	DB07697 (DrugBank)	ML083	0
4684	D00149 (KEGG)	4-chlorophenol	0
2118	DB00404 (DrugBank 845)	alprazolam	1
657087	DB02499 (DrugBank)	dinor-N(omega)-hydroxy-L-arginine	0
124075	DB08744 (DrugBank)	casimiroin	0
1493	DB04528 (DrugBank)	2,4-dinitrophenol	1
657085	DB04585 (DrugBank)	dehydro-2(S)-amino-6-boronohexanoic acid	0
654376	DB07628 (DrugBank)	ML082	0
29435	D09605 (KEGG) >> D09606 (KEGG)	1-deoxynojirimycin	0
448722	DB01658 (DrugBank)	N3'-pyridyl thiamine diphosphate	0
127716	DB03411 (DrugBank)	2-hydroxymethylpyrrolidine-3,4-diol	1
448721	DB02814 (DrugBank)	3'-deazo-thiamin Diphosphate	0
24748047	DB07420 (DrugBank)	DB07420	0
12389	DB03563 (DrugBank)	tetradecane	0
447607	D09576 (KEGG) >> D09577 (KEGG) >> DB04545 (DrugBank)	isofagomine	0
501640	DB08283 (DrugBank)	NN-DNJ	0
2119	D01182 (KEGG) >> DB00866 (DrugBank 845)	alprenolol	0
65098	DB03519 (DrugBank) >> DB04185 (DrugBank)	L-norvaline	1
447414	DB02817 (DrugBank)	DB02817	0
24748049	DB07424 (DrugBank)	DB07424	0
2165	D02466 (KEGG) >> DB00613 (DrugBank 845)	amodiaquine	1
1110	DB00139 (DrugBank 845)	succinate	1
9918244	D03098 (KEGG)	erythromycin B	0
10096344	D09566 (KEGG) >> DB08882 (DrugBank)	linagliptin	0
46937042	DB06993 (DrugBank)	DB06993	0
15953860	DB07021 (DrugBank)	DB07021	0
24856357	DB08484 (DrugBank)	DB08484	0
15942658	DB07977 (DrugBank)	DB07977	0
46937037	DB06949 (DrugBank)	DB06949	0
54723327	DB08169 (DrugBank)	DB08169	0
11572962	DB07239 (DrugBank)	DB07239	0
46937051	DB07116 (DrugBank)	DB07116	0
24180585	DB08445 (DrugBank)	DB08445	0
25187896	DB07153 (DrugBank)	DB07153	0
11556711	D08880 (KEGG) >> DB08889 (DrugBank)	carfilzomib	0
54684141	D10172 (KEGG)	teriflunomide	0
11554165	DB07092 (DrugBank)	DB07092	0
10342449	DB07975 (DrugBank)	DB07975	0
24778299	DB07644 (DrugBank)	DB07644	0
15942657	DB07976 (DrugBank)	DB07976	0
25067547	D10318 (KEGG)	oprozomib	0
16750059	DB07666 (DrugBank)	DB07666	0
46937112	DB07978 (DrugBank)	DB07978	0
10041129	DB07052 (DrugBank)	ethylthioadenosine	0
11538992	DB07072 (DrugBank)	DB07072	0
24808499	DB07263 (DrugBank)	DB07263	0
44513473	D09780 (KEGG)	anagliptin	0
54727980	DB07559 (DrugBank)	DB07559	0
10461508	D10182 (KEGG) >> D10183 (KEGG)	volasertib	0
9547958	DB07197 (DrugBank)	DB07197	0
9547959	DB07130 (DrugBank)	DB07130	0
17754075	DB04225 (DrugBank)	N-methyldehydrobutyrine	1
54727975	DB08172 (DrugBank)	MD209	0
16040279	DB07830 (DrugBank)	DB07830	0
21850055	DB08145 (DrugBank)	DB08145	0
11495704	DB07135 (DrugBank)	DB07135	0
54727972	DB07443 (DrugBank)	DB07443	0
24832041	DB07181 (DrugBank)	DB07181	0
15991577	DB08672 (DrugBank)	aryl ketone deriv. 1	0
9547998	DB08678 (DrugBank)	(4-ethylphenyl)sulfamic acid	0
24801863	DB08026 (DrugBank)	DB08026	0
10450114	DB07154 (DrugBank)	1,4-diazepan-2-one 2b	0
25058133	DB08234 (DrugBank)	DB08234	0
25210531	DB07760 (DrugBank)	DB07760	0
16058650	DB08164 (DrugBank)	DB08164	0
15983988	D10178 (KEGG) >> D10179 (KEGG)	trelagliptin	0
24752844	DB07015 (DrugBank)	DB07015	0
46209133	D10317 (KEGG)	omarigliptin	0
10062718	DB07730 (DrugBank)	IZD 1	1
11516136	D09625 (KEGG) >> DB08382 (DrugBank)	gosogliptin	0
16058639	DB07134 (DrugBank)	DB07134	0
46937152	DB08448 (DrugBank)	DB08448	0
13582275	DB08075 (DrugBank)	amino pyrimidine, 6a	1
25243828	DB08400 (DrugBank)	DB08400	0
11417567	D08631 (KEGG) >> D09326 (KEGG)	carmegliptin	0
25271556	DB08317 (DrugBank)	amino pyrimidine, 3c	0
25271557	DB08318 (DrugBank)	DB08318	0
46937128	DB08146 (DrugBank)	DB08146	0
42608447	DB08429 (DrugBank)	DB08429	0
17754203	DB02559 (DrugBank)	DB02559	0
11949652	D08616 (KEGG) >> D09756 (KEGG)	teneligliptin	0
24875313	DB07789 (DrugBank)	DB07789	0
23661697	DB07081 (DrugBank)	DB07081	0
44144380	DB07144 (DrugBank)	DB07144	0
11235728	DB07465 (DrugBank)	X1043	0
46937094	DB07813 (DrugBank)	DB07813	0
11243969	D08996 (KEGG) >> D09753 (KEGG) >> D10262 (KEGG) >> DB06335 (DrugBank 845)	saxagliptin	0
24882195	DB08006 (DrugBank)	DB08006	0
11840917	DB07356 (DrugBank)	DB07356	0
11840913	DB07328 (DrugBank)	DB07328	0
46937096	DB07822 (DrugBank)	DB07822	0
9887754	D06578 (KEGG)	denagliptin	0
24892821	DB08385 (DrugBank)	DB08385	0
11840904	DB06880 (DrugBank)	DB06880	0
44144379	DB07142 (DrugBank)	DB07142	0
